Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000777438	Thelonectria olida	1576542	16586	C:97.8%[S:96.7%,D:1.1%],F:0.4%,M:1.8%,n:4494	Unknown
UP000780801	Lunasporangiospora selenospora	979761	10949	C:80.0%[S:78.4%,D:1.7%],F:5.7%,M:14.3%,n:1614	Unknown
UP000781932	Colletotrichum karsti	1095194	13328	C:96.0%[S:95.9%,D:0.1%],F:0.6%,M:3.4%,n:6841	Unknown
UP000782241	Fusarium avenaceum	40199	11232	C:96.5%[S:96.3%,D:0.2%],F:0.3%,M:3.2%,n:4494	Close to standard (low value)
UP000785200	Hyphodiscus hymeniophilus	353542	8215	C:79.4%[S:79.2%,D:0.3%],F:1.7%,M:18.9%,n:5177	Unknown
UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127	2829485	14301	C:96.1%[S:95.7%,D:0.5%],F:0.7%,M:3.2%,n:6641	Unknown
UP000788993	Ogataea polymorpha	460523	6801	C:90.3%[S:90.0%,D:0.3%],F:1.6%,M:8.0%,n:1706	Unknown
UP000789572	Paraglomus occultum	144539	11373	C:74.3%[S:73.6%,D:0.7%],F:5.0%,M:20.8%,n:1614	Unknown
UP000789739	Paraglomus brasilianum	144538	11837	C:85.5%[S:84.8%,D:0.7%],F:3.2%,M:11.3%,n:1614	Unknown
UP000789831	Ambispora gerdemannii	144530	13681	C:84.7%[S:84.0%,D:0.7%],F:2.1%,M:13.2%,n:1614	Unknown
UP000790833	Scheffersomyces spartinae	45513	5041	C:89.6%[S:89.6%,D:0.1%],F:1.7%,M:8.7%,n:1706	Unknown
UP000799291	Lentithecium fluviatile CBS 122367	1168545	16710	C:93.3%[S:93.0%,D:0.3%],F:0.8%,M:5.8%,n:6641	Unknown
UP000799302	Microthyrium microscopicum	703497	12491	C:87.3%[S:86.7%,D:0.6%],F:1.4%,M:11.3%,n:3786	Unknown
UP000799324	Lophiostoma macrostomum CBS 122681	1314788	16140	C:90.2%[S:89.8%,D:0.4%],F:1.1%,M:8.7%,n:6641	Unknown
UP000799421	Piedraia hortae CBS 480.64	1314780	7550	C:65.2%[S:64.6%,D:0.6%],F:2.6%,M:32.2%,n:3578	Unknown
UP000799423	Plenodomus tracheiphilus IPT5	1408161	13190	C:97.3%[S:97.1%,D:0.2%],F:0.6%,M:2.1%,n:6641	Unknown
UP000799424	Ophiobolus disseminans	1469910	16026	C:97.4%[S:97.2%,D:0.2%],F:0.5%,M:2.1%,n:6641	Unknown
UP000799428	Pleomassaria siparia CBS 279.74	1314801	13452	C:89.4%[S:89.2%,D:0.2%],F:1.1%,M:9.5%,n:6641	Unknown
UP000799429	Patellaria atrata CBS 101060	1346257	9745	C:93.8%[S:93.7%,D:0.1%],F:1.5%,M:4.7%,n:3786	Unknown
UP000799436	Teratosphaeria nubilosa	161662	10998	C:95.8%[S:95.7%,D:0.1%],F:1.6%,M:2.6%,n:3786	Unknown
UP000799437	Pseudovirgaria hyperparasitica	470096	11212	C:93.8%[S:93.5%,D:0.3%],F:1.2%,M:5.0%,n:3786	Unknown
UP000799438	Aplosporella prunicola CBS 121167	1176127	12493	C:97.0%[S:95.7%,D:1.2%],F:0.8%,M:2.2%,n:3786	Unknown
UP000799439	Myriangium duriaei CBS 260.36	1168546	10674	C:93.2%[S:92.8%,D:0.4%],F:1.5%,M:5.3%,n:3786	Unknown
UP000799440	Sporormia fimetaria CBS 119925	1340428	10772	C:78.3%[S:78.2%,D:0.1%],F:1.3%,M:20.4%,n:6641	Unknown
UP000799441	Polychaeton citri CBS 116435	1314669	10579	C:91.1%[S:90.6%,D:0.5%],F:1.6%,M:7.2%,n:3578	Unknown
UP000799444	Polyplosphaeria fusca	682080	15190	C:88.7%[S:88.4%,D:0.3%],F:1.3%,M:10.0%,n:6641	Unknown
UP000799536	Delitschia confertaspora ATCC 74209	1513339	10166	C:79.7%[S:79.6%,D:0.2%],F:1.2%,M:19.0%,n:6641	Unknown
UP000799537	Zasmidium cellare ATCC 36951	1080233	16014	C:98.8%[S:98.4%,D:0.4%],F:0.2%,M:1.0%,n:3786	Unknown
UP000799539	Cercospora zeae-maydis SCOH1-5	717836	12005	C:97.0%[S:96.9%,D:0.1%],F:1.6%,M:1.4%,n:3786	Unknown
UP000799640	Trichodelitschia bisporula	703511	10177	C:88.4%[S:88.2%,D:0.2%],F:1.6%,M:10.0%,n:3786	Unknown
UP000799750	Lophium mytilinum	390894	15150	C:97.6%[S:97.4%,D:0.2%],F:0.7%,M:1.6%,n:3786	Unknown
UP000799753	Massarina eburnea CBS 473.64	1395130	12931	C:89.4%[S:89.2%,D:0.2%],F:1.3%,M:9.3%,n:6641	Unknown
UP000799757	Melanomma pulvis-pyrius CBS 109.77	1314802	15833	C:91.8%[S:91.6%,D:0.2%],F:1.1%,M:7.1%,n:6641	Unknown
UP000799764	Karstenula rhodostoma CBS 690.94	1392251	15037	C:93.2%[S:92.9%,D:0.3%],F:1.1%,M:5.7%,n:6641	Unknown
UP000799766	Lineolata rhizophorae	578093	10220	C:89.5%[S:89.4%,D:0.1%],F:2.6%,M:8.0%,n:3786	Unknown
UP000799767	Neohortaea acidophila	245834	9823	C:94.8%[S:94.5%,D:0.3%],F:1.2%,M:4.0%,n:3786	Unknown
UP000799770	Lophiotrema nucula	690887	18116	C:91.9%[S:91.6%,D:0.3%],F:0.9%,M:7.2%,n:6641	Unknown
UP000799771	Dothidotthia symphoricarpi CBS 119687	1392245	11786	C:92.7%[S:92.6%,D:0.1%],F:0.8%,M:6.5%,n:6641	Unknown
UP000799772	Rhizodiscina lignyota	1504668	12801	C:94.4%[S:93.9%,D:0.5%],F:1.4%,M:4.1%,n:3786	Unknown
UP000799776	Saccharata proteae CBS 121410	1314787	9222	C:96.3%[S:96.0%,D:0.3%],F:1.3%,M:2.4%,n:3786	Unknown
UP000799777	Setomelanomma holmii	210430	14385	C:97.3%[S:97.1%,D:0.2%],F:0.9%,M:1.7%,n:6641	Unknown
UP000799778	Aaosphaeria arxii CBS 175.79	1450172	14198	C:90.0%[S:89.4%,D:0.6%],F:0.9%,M:9.2%,n:6641	Unknown
UP000799779	Amniculicola lignicola CBS 123094	1392246	15571	C:87.1%[S:86.9%,D:0.2%],F:1.5%,M:11.4%,n:6641	Unknown
UP000800035	Byssothecium circinans	147558	15612	C:90.5%[S:89.2%,D:1.3%],F:1.1%,M:8.4%,n:6641	Unknown
UP000800036	Bimuria novae-zelandiae CBS 107.79	1447943	16571	C:92.3%[S:91.8%,D:0.5%],F:1.0%,M:6.7%,n:6641	Unknown
UP000800038	Clathrospora elynae	706981	13560	C:96.6%[S:96.3%,D:0.3%],F:0.5%,M:3.0%,n:6641	Unknown
UP000800039	Cucurbitaria berberidis CBS 394.84	1168544	12428	C:96.9%[S:96.8%,D:0.1%],F:0.4%,M:2.7%,n:6641	Unknown
UP000800040	Decorospora gaudefroyi	184978	11811	C:94.2%[S:94.0%,D:0.2%],F:0.8%,M:5.1%,n:6641	Unknown
UP000800041	Aulographum hederae CBS 113979	1176131	12052	C:93.5%[S:93.3%,D:0.2%],F:1.0%,M:5.5%,n:3786	Unknown
UP000800082	Didymella exigua CBS 183.55	1150837	12355	C:94.7%[S:94.6%,D:0.1%],F:1.1%,M:4.2%,n:6641	Unknown
UP000800092	Viridothelium virens (Speckled blister lichen) (Trypethelium virens)	1048519	11845	C:94.2%[S:93.8%,D:0.4%],F:0.8%,M:5.0%,n:3786	Unknown
UP000800094	Trematosphaeria pertusa	390896	17304	C:94.6%[S:94.4%,D:0.2%],F:0.8%,M:4.6%,n:6641	Unknown
UP000800096	Ampelomyces quisqualis (Powdery mildew agent)	50730	11147	C:92.8%[S:92.7%,D:0.0%],F:1.4%,M:5.9%,n:6641	Unknown
UP000800097	Westerdykella ornata	318751	10407	C:79.7%[S:79.6%,D:0.1%],F:1.3%,M:19.0%,n:6641	Unknown
UP000800200	Zopfia rhizophila CBS 207.26	1314779	21463	C:98.2%[S:97.4%,D:0.7%],F:0.5%,M:1.3%,n:3786	Unknown
UP000800235	Tothia fuscella	1048955	13684	C:94.4%[S:93.8%,D:0.5%],F:1.0%,M:4.6%,n:3786	Unknown
UP000801428	Curvularia kusanoi (Cochliobolus kusanoi)	90978	11490	C:93.7%[S:93.4%,D:0.3%],F:1.4%,M:4.9%,n:6641	Unknown
UP000803844	Cryphonectria parasitica (strain ATCC 38755 / EP155)	660469	11564	C:88.8%[S:88.6%,D:0.2%],F:2.9%,M:8.3%,n:3817	Unknown
UP000806005	Clavulina sp. PMI_390	1486700	15401	C:82.9%[S:81.5%,D:1.3%],F:4.3%,M:12.8%,n:2898	Unknown
UP000807025	Pleurotus eryngii (Boletus of the steppes)	5323	15897	C:97.5%[S:96.3%,D:1.2%],F:1.1%,M:1.4%,n:3870	Unknown
UP000807306	Crepidotus variabilis	179855	14534	C:98.3%[S:97.8%,D:0.5%],F:0.7%,M:1.0%,n:3870	Unknown
UP000807342	Macrolepiota fuliginosa MF-IS2	1400762	15707	C:96.8%[S:95.8%,D:1.1%],F:1.5%,M:1.7%,n:3870	Unknown
UP000807353	Collybia nuda	64659	14792	C:97.9%[S:96.1%,D:1.8%],F:1.0%,M:1.2%,n:3870	Unknown
UP000807469	Pholiota conissans	109636	16576	C:98.7%[S:98.0%,D:0.8%],F:0.7%,M:0.6%,n:3870	Unknown
UP000807716	Actinomortierella ambigua	1343610	9890	C:93.7%[S:93.5%,D:0.2%],F:1.9%,M:4.4%,n:1614	Unknown
UP000807769	Suillus subaureus	48587	15516	C:96.6%[S:93.1%,D:3.5%],F:1.4%,M:2.0%,n:4878	Unknown
UP000809789	Elsinoe batatas	2601811	9395	C:93.8%[S:93.6%,D:0.3%],F:0.5%,M:5.6%,n:3786	Unknown
UP000811619	Claviceps africana	83212	7993	C:92.1%[S:92.0%,D:0.0%],F:3.5%,M:4.5%,n:4494	Unknown
UP000812287	Guyanagaster necrorhizus MCA 3950	1450536	14190	C:98.0%[S:97.2%,D:0.9%],F:0.7%,M:1.2%,n:3870	Unknown
UP000812966	Filobasidium floriforme	5210	7226	C:58.4%[S:58.0%,D:0.5%],F:2.3%,M:39.3%,n:4284	Unknown
UP000813383	Ilyonectria sp. MPI-CAGE-AT-0026	2824670	20748	C:97.8%[S:96.2%,D:1.6%],F:0.6%,M:1.6%,n:4494	Unknown
UP000813385	Plectosphaerella cucumerina	40658	12941	C:80.5%[S:79.5%,D:1.0%],F:0.5%,M:18.9%,n:6841	Unknown
UP000813426	Chaetomium sp. MPI-SDFR-AT-0129	2823209	10409	C:97.6%[S:97.4%,D:0.2%],F:0.6%,M:1.9%,n:3817	Unknown
UP000813427	Fusarium tricinctum	61284	14098	C:98.2%[S:98.0%,D:0.2%],F:0.3%,M:1.5%,n:4494	Standard
UP000813444	Stachybotrys elegans	80388	14899	C:96.9%[S:96.2%,D:0.7%],F:0.6%,M:2.4%,n:4494	Unknown
UP000813461	Paraphoma chrysanthemicola	798071	14975	C:97.5%[S:97.1%,D:0.4%],F:0.4%,M:2.1%,n:6641	Unknown
UP000813600	Phlebopus sp. FC_14	2615122	9360	C:96.9%[S:96.0%,D:0.9%],F:0.6%,M:2.5%,n:4878	Unknown
UP000813824	Cristinia sonorae	1940300	11322	C:94.6%[S:93.5%,D:1.1%],F:0.6%,M:4.8%,n:3870	Unknown
UP000815604	Saitozyma sp. JCM 24511	1639000	10184	C:96.8%[S:95.8%,D:1.0%],F:1.2%,M:2.0%,n:4284	Unknown
UP000822831	Mortierella sp. AD011	1896180	11567	C:89.0%[S:86.9%,D:2.0%],F:4.1%,M:6.9%,n:1614	Unknown
UP000823399	Suillus discolor	1912936	16383	C:97.0%[S:94.6%,D:2.4%],F:0.3%,M:2.7%,n:4878	Unknown
UP000823405	Linnemannia gamsii	64522	13255	C:88.2%[S:87.0%,D:1.2%],F:3.8%,M:8.1%,n:1614	Unknown
UP000824596	Hirsutella rhossiliensis	111463	11905	C:97.3%[S:96.7%,D:0.6%],F:1.2%,M:1.6%,n:4494	Unknown
UP000824998	Amylocarpus encephaloides	45428	11868	C:93.9%[S:93.7%,D:0.2%],F:1.1%,M:5.0%,n:5177	Unknown
UP000827133	Fusarium musae	1042133	13672	C:96.7%[S:96.5%,D:0.2%],F:1.5%,M:1.8%,n:4494	Standard
UP000827284	Entomortierella parvispora	205924	11493	C:97.1%[S:94.9%,D:2.3%],F:0.5%,M:2.4%,n:1614	Unknown
UP000827549	Vanrija pseudolonga	143232	9897	C:91.8%[S:86.2%,D:5.6%],F:0.9%,M:7.3%,n:4284	Unknown
UP000827724	Trichoderma cornu-damae	654480	8525	C:97.1%[S:96.9%,D:0.2%],F:0.7%,M:2.2%,n:4494	Unknown
UP000829364	Purpureocillium takamizusanense	2060973	11839	C:98.9%[S:91.0%,D:7.9%],F:0.5%,M:0.6%,n:4494	Unknown
UP000829685	Neoarthrinium moseri	1658444	14143	C:98.6%[S:98.3%,D:0.3%],F:0.3%,M:1.1%,n:3817	Unknown
UP000830671	Colletotrichum lupini	145971	18335	C:95.2%[S:95.1%,D:0.1%],F:0.5%,M:4.3%,n:6841	Unknown
UP000837801	[Candida] railenensis	45579	5922	C:97.1%[S:96.6%,D:0.5%],F:0.5%,M:2.4%,n:1706	Unknown
UP000838763	Parascedosporium putredinis	1442378	10053	C:67.3%[S:66.3%,D:1.0%],F:13.9%,M:18.8%,n:3817	Unknown
UP000886523	Hydnum rufescens UP504	1448309	18582	C:86.2%[S:84.9%,D:1.3%],F:3.5%,M:10.3%,n:2898	Unknown
UP000886653	Cronartium quercuum f. sp. fusiforme G11	708437	13713	C:94.6%[S:94.2%,D:0.5%],F:1.4%,M:4.0%,n:1764	Unknown
UP000887226	Calycina marina	1763456	9556	C:89.2%[S:89.1%,D:0.1%],F:0.8%,M:10.0%,n:5177	Unknown
UP000887229	Emericellopsis atlantica	2614577	9961	C:95.5%[S:95.2%,D:0.3%],F:0.6%,M:3.9%,n:4494	Unknown
UP001049176	Marasmius oreades (fairy-ring Marasmius)	181124	14997	C:94.8%[S:88.7%,D:6.1%],F:1.6%,M:3.7%,n:3870	Unknown
UP001055115	Colletotrichum spaethianum	700344	12773	C:85.3%[S:85.2%,D:0.1%],F:4.1%,M:10.5%,n:6841	Unknown
UP001055172	Colletotrichum liriopes	708192	13983	C:83.0%[S:82.8%,D:0.2%],F:4.6%,M:12.4%,n:6841	Unknown
UP001055219	Emericellopsis cladophorae	2686198	8522	C:89.6%[S:89.4%,D:0.3%],F:2.2%,M:8.1%,n:4494	Unknown
UP001056012	Curvularia clavata	95742	10140	C:94.1%[S:93.8%,D:0.2%],F:0.5%,M:5.5%,n:6641	Unknown
UP001056384	Septoria linicola	215465	13096	C:99.4%[S:99.4%,D:0.1%],F:0.2%,M:0.4%,n:3786	Unknown
UP001056436	Colletotrichum abscissum	1671311	15493	C:99.1%[S:99.0%,D:0.1%],F:0.1%,M:0.8%,n:6841	Unknown
UP001063166	Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)	47721	12787	C:95.4%[S:94.4%,D:1.0%],F:1.5%,M:3.2%,n:3870	Unknown
UP001064648	Fusarium sp. LHS14.1	2898545	15470	C:98.2%[S:97.4%,D:0.8%],F:0.0%,M:1.8%,n:4494	Standard
UP001138500	Teratosphaeria destructans	418781	10356	C:89.7%[S:89.6%,D:0.1%],F:1.8%,M:8.5%,n:3786	Unknown
UP001139887	Coemansia brasiliensis	2650707	6205	C:70.7%[S:69.4%,D:1.3%],F:9.9%,M:19.4%,n:758	Unknown
UP001140011	Coemansia pectinata	1052879	7143	C:79.3%[S:78.8%,D:0.5%],F:6.1%,M:14.6%,n:758	Unknown
UP001140074	Coemansia aciculifera	417176	6332	C:86.1%[S:85.0%,D:1.2%],F:1.6%,M:12.3%,n:758	Unknown
UP001140091	Candolleomyces eurysporus	2828524	16526	C:71.1%[S:60.6%,D:10.5%],F:7.4%,M:21.5%,n:3870	Unknown
UP001140094	Coemansia guatemalensis	2761395	7310	C:71.4%[S:68.5%,D:2.9%],F:11.1%,M:17.5%,n:758	Unknown
UP001140172	Coemansia interrupta	1126814	4890	C:73.6%[S:72.8%,D:0.8%],F:2.6%,M:23.7%,n:758	Unknown
UP001140217	Coemansia javaensis	2761396	5906	C:81.5%[S:80.7%,D:0.8%],F:2.2%,M:16.2%,n:758	Unknown
UP001140453	Gnomoniopsis smithogilvyi	1191159	10250	C:86.3%[S:86.1%,D:0.3%],F:0.5%,M:13.2%,n:3817	Unknown
UP001140502	Fusarium piperis	1435070	12529	C:97.8%[S:97.5%,D:0.3%],F:1.0%,M:1.2%,n:4494	Unknown
UP001140510	Didymella pomorum	749634	11270	C:93.5%[S:93.3%,D:0.2%],F:1.6%,M:4.9%,n:6641	Unknown
UP001140513	Didymosphaeria variabile	1932322	12534	C:85.3%[S:85.0%,D:0.3%],F:2.9%,M:11.8%,n:6641	Unknown
UP001140560	Neocucurbitaria cava	798079	10938	C:87.5%[S:87.4%,D:0.1%],F:3.1%,M:9.3%,n:6641	Unknown
UP001140562	Didymella glomerata	749621	10617	C:91.9%[S:91.7%,D:0.3%],F:1.9%,M:6.2%,n:6641	Unknown
UP001141434	Penicillium alfredii	1506179	10128	C:98.3%[S:98.1%,D:0.2%],F:0.4%,M:1.3%,n:4191	Outlier (low value)
UP001143981	Coemansia biformis	1286918	7019	C:78.4%[S:77.4%,D:0.9%],F:7.4%,M:14.2%,n:758	Unknown
UP001145021	Coemansia asiatica	1052880	6369	C:89.8%[S:89.1%,D:0.8%],F:1.5%,M:8.7%,n:758	Unknown
UP001146351	Penicillium capsulatum	69766	10686	C:97.6%[S:97.2%,D:0.4%],F:0.5%,M:1.9%,n:4191	Standard
UP001147733	Penicillium citrinum	5077	11663	C:96.9%[S:96.2%,D:0.6%],F:1.0%,M:2.1%,n:4191	Outlier (high value)
UP001147746	Penicillium atrosanguineum	1132637	11550	C:98.6%[S:98.1%,D:0.5%],F:0.4%,M:1.0%,n:4191	Outlier (high value)
UP001147747	Penicillium cosmopolitanum	1131564	14250	C:95.8%[S:95.1%,D:0.8%],F:1.4%,M:2.8%,n:4191	Outlier (high value)
UP001147752	Penicillium concentricum	293559	11704	C:99.2%[S:99.0%,D:0.2%],F:0.3%,M:0.5%,n:4191	Unknown
UP001147760	Penicillium desertorum	1303715	12892	C:97.7%[S:96.9%,D:0.8%],F:1.3%,M:1.0%,n:4191	Outlier (high value)
UP001147782	Penicillium cataractarum	2100454	12811	C:99.2%[S:98.7%,D:0.5%],F:0.2%,M:0.6%,n:4191	Unknown
UP001148299	Penicillium brevicompactum	5074	12015	C:97.9%[S:97.5%,D:0.4%],F:0.7%,M:1.5%,n:4191	Outlier (high value)
UP001148614	Xylaria arbuscula	114810	11454	C:69.0%[S:68.7%,D:0.2%],F:7.2%,M:23.9%,n:3817	Unknown
UP001148786	Agrocybe chaxingu	84603	12416	C:73.0%[S:72.6%,D:0.4%],F:9.1%,M:17.8%,n:3870	Unknown
UP001149074	Penicillium argentinense	1131581	12075	C:96.9%[S:96.3%,D:0.6%],F:0.6%,M:2.5%,n:4191	Outlier (high value)
UP001149079	Penicillium bovifimosum	126998	10371	C:98.5%[S:97.9%,D:0.6%],F:0.4%,M:1.1%,n:4191	Unknown
UP001149163	Penicillium canariense	189055	10808	C:98.2%[S:98.1%,D:0.2%],F:0.5%,M:1.3%,n:4191	Close to standard (high value)
UP001149165	Penicillium angulare	116970	13712	C:98.7%[S:98.0%,D:0.7%],F:0.3%,M:1.0%,n:4191	Outlier (high value)
UP001149813	Coemansia erecta	147472	6526	C:86.8%[S:86.0%,D:0.8%],F:3.3%,M:9.9%,n:758	Unknown
UP001149954	Penicillium fimorum	1882269	10960	C:98.9%[S:98.6%,D:0.3%],F:0.3%,M:0.8%,n:4191	Close to standard (high value)
UP001150266	Lentinula aciculospora	153920	11238	C:97.4%[S:93.7%,D:3.7%],F:0.9%,M:1.8%,n:3870	Unknown
UP001150538	Mycoemilia scoparia	417184	6288	C:80.1%[S:79.2%,D:0.9%],F:3.3%,M:16.6%,n:758	Unknown
UP001150545	Coemansia sp. RSA 638	2849861	6369	C:89.6%[S:87.5%,D:2.1%],F:1.7%,M:8.7%,n:758	Unknown
UP001150563	Coemansia sp. RSA 990	2849863	5959	C:87.2%[S:85.5%,D:1.7%],F:2.2%,M:10.6%,n:758	Unknown
UP001150569	Tieghemiomyces parasiticus	78921	11924	C:88.8%[S:21.5%,D:67.3%],F:2.1%,M:9.1%,n:758	Unknown
UP001150731	Coemansia sp. RSA 1591	2849845	7212	C:72.7%[S:71.0%,D:1.7%],F:10.2%,M:17.2%,n:758	Unknown
UP001150879	Penicillium cf. griseofulvum	2972120	11288	C:99.1%[S:98.6%,D:0.5%],F:0.2%,M:0.7%,n:4191	Unknown
UP001150904	Penicillium cinerascens	70096	11010	C:99.2%[S:97.9%,D:1.2%],F:0.3%,M:0.6%,n:4191	Outlier (high value)
UP001150907	Coemansia thaxteri	2663907	6183	C:75.3%[S:74.4%,D:0.9%],F:8.0%,M:16.6%,n:758	Unknown
UP001150925	Dispira parvispora	1520584	6829	C:72.3%[S:71.9%,D:0.4%],F:11.7%,M:16.0%,n:758	Unknown
UP001150941	Penicillium chermesinum	63820	10811	C:91.5%[S:91.1%,D:0.4%],F:2.4%,M:6.1%,n:4191	Close to standard (high value)
UP001150942	Penicillium cf. viridicatum	2972119	12499	C:99.3%[S:99.0%,D:0.3%],F:0.4%,M:0.3%,n:4191	Unknown
UP001151516	Coemansia spiralis	417178	6471	C:85.8%[S:85.1%,D:0.7%],F:2.6%,M:11.6%,n:758	Unknown
UP001151568	Coemansia sp. RSA 2050	2789361	6109	C:91.3%[S:90.5%,D:0.8%],F:1.1%,M:7.7%,n:758	Unknown
UP001151582	Dimargaris verticillata	2761393	6444	C:77.7%[S:77.7%,D:0.0%],F:7.1%,M:15.2%,n:758	Unknown
UP001151626	Coemansia sp. RSA 1813	2789316	6580	C:90.1%[S:88.7%,D:1.5%],F:1.1%,M:8.8%,n:758	Unknown
UP001152049	Fusarium torreyae	1237075	14532	C:98.8%[S:98.6%,D:0.2%],F:0.6%,M:0.6%,n:4494	Unknown
UP001152087	Fusarium falciforme	195108	14923	C:97.7%[S:94.3%,D:3.4%],F:1.2%,M:1.1%,n:4494	Standard
UP001152130	Fusarium irregulare	2494466	12531	C:97.9%[S:97.8%,D:0.1%],F:1.1%,M:1.0%,n:4494	Close to standard (low value)
UP001152300	Sclerotinia nivalis	352851	14110	C:96.8%[S:91.1%,D:5.8%],F:1.4%,M:1.7%,n:5177	Unknown
UP001152533	Colletotrichum noveboracense	2664923	14902	C:85.4%[S:85.3%,D:0.1%],F:5.2%,M:9.4%,n:6841	Unknown
UP001152607	Periconia digitata	1303443	15519	C:87.2%[S:86.8%,D:0.5%],F:0.9%,M:11.9%,n:6641	Unknown
UP001152649	Penicillium salamii	1612424	11441	C:95.3%[S:95.0%,D:0.4%],F:1.0%,M:3.7%,n:4191	Outlier (high value)
UP001152885	Candida verbasci	1227364	5312	C:91.9%[S:91.7%,D:0.2%],F:0.8%,M:7.3%,n:1706	Unknown
UP001153618	Penicillium olsonii	99116	9525	C:94.7%[S:94.4%,D:0.2%],F:0.9%,M:4.5%,n:4191	Unknown
UP001154252	Penicillium egyptiacum	1303716	10627	C:96.9%[S:96.7%,D:0.2%],F:0.6%,M:2.5%,n:4191	Close to standard (low value)
UP001161017	Ramalina farinacea	258253	8764	C:86.5%[S:86.3%,D:0.2%],F:3.7%,M:9.8%,n:1706	Unknown
UP001163846	Lentinula raphanica	153919	14781	C:98.2%[S:97.2%,D:1.0%],F:0.4%,M:1.4%,n:3870	Unknown
UP001164286	Dioszegia hungarica	4972	8217	C:93.6%[S:92.6%,D:1.0%],F:1.7%,M:4.7%,n:4284	Unknown
UP001165063	Ambrosiozyma monospora (Yeast) (Endomycopsis monosporus)	43982	10235	C:67.9%[S:67.5%,D:0.4%],F:13.7%,M:18.4%,n:1706	Unknown
UP001165120	Candida boidinii (Yeast)	5477	6988	C:64.5%[S:64.4%,D:0.2%],F:14.5%,M:20.9%,n:1706	Unknown
UP001166286	Cladonia borealis	184061	10739	C:97.0%[S:96.7%,D:0.3%],F:0.6%,M:2.4%,n:1706	Unknown
UP001172101	Lasiosphaeria miniovina	1954250	14919	C:97.3%[S:96.7%,D:0.6%],F:0.9%,M:1.8%,n:3817	Unknown
UP001172102	Lasiosphaeris hirsuta	260670	14118	C:97.9%[S:97.6%,D:0.3%],F:0.4%,M:1.7%,n:3817	Unknown
UP001172155	Schizothecium vesticola	314040	12636	C:96.0%[S:95.7%,D:0.2%],F:1.2%,M:2.8%,n:3817	Unknown
UP001172159	Apiosordaria backusii	314023	12364	C:96.5%[S:96.3%,D:0.2%],F:1.2%,M:2.3%,n:3817	Unknown
UP001172673	Cladophialophora chaetospira	386627	13629	C:97.3%[S:97.0%,D:0.3%],F:0.7%,M:2.0%,n:6265	Unknown
UP001172681	Knufia peltigerae	1002370	15670	C:95.6%[S:95.1%,D:0.5%],F:1.3%,M:3.1%,n:6265	Unknown
UP001174691	Coniochaeta hoffmannii	91930	10381	C:98.2%[S:98.1%,D:0.1%],F:0.9%,M:0.9%,n:3817	Unknown
UP001174694	Pleurostoma richardsiae	41990	12539	C:98.4%[S:98.0%,D:0.4%],F:1.0%,M:0.6%,n:3817	Unknown
UP001174934	Bombardia bombarda	252184	12098	C:96.8%[S:96.6%,D:0.2%],F:1.1%,M:2.1%,n:3817	Unknown
UP001174936	Cercophora newfieldiana	92897	14519	C:97.4%[S:97.1%,D:0.3%],F:0.9%,M:1.7%,n:3817	Unknown
UP001174997	Cercophora samala	330535	11248	C:98.0%[S:97.9%,D:0.1%],F:0.3%,M:1.7%,n:3817	Unknown
UP001175000	Immersiella caudata	314043	14542	C:97.5%[S:97.2%,D:0.3%],F:0.7%,M:1.7%,n:3817	Unknown
UP001175211	Armillaria tabescens (Ringless honey mushroom) (Agaricus tabescens)	1929756	18900	C:97.1%[S:94.2%,D:2.8%],F:1.0%,M:1.9%,n:3870	Unknown
UP001175226	Armillaria borealis	47425	19856	C:97.1%[S:94.9%,D:2.2%],F:1.0%,M:1.8%,n:3870	Unknown
UP001175227	Armillaria novae-zelandiae	153914	18310	C:97.4%[S:95.1%,D:2.3%],F:1.1%,M:1.5%,n:3870	Unknown
UP001175228	Armillaria luteobubalina	153913	20125	C:98.1%[S:93.4%,D:4.7%],F:0.7%,M:1.2%,n:3870	Unknown
UP001175261	Sarocladium strictum (Black bundle disease fungus) (Acremonium strictum)	5046	9969	C:97.1%[S:96.0%,D:1.0%],F:0.4%,M:2.6%,n:4494	Unknown
UP001176059	Lentinula guzmanii	2804957	12179	C:97.1%[S:95.7%,D:1.4%],F:0.6%,M:2.3%,n:3870	Unknown
UP001182556	Papiliotrema laurentii (Cryptococcus laurentii)	5418	7476	C:96.9%[S:96.3%,D:0.6%],F:1.0%,M:2.1%,n:4284	Unknown
UP001187682	Cephalotrichum gorgonifer	2041049	10460	C:95.2%[S:94.8%,D:0.4%],F:1.1%,M:3.7%,n:3817	Unknown
UP001187734	Fusarium torulosum	33205	13950	C:99.2%[S:98.9%,D:0.3%],F:0.4%,M:0.4%,n:4494	Unknown
UP001194468	Boletus edulis BED1	1328754	18020	C:93.6%[S:85.3%,D:8.3%],F:1.4%,M:5.0%,n:4878	Unknown
UP001194580	Linnemannia exigua	604196	12114	C:88.5%[S:87.1%,D:1.4%],F:2.8%,M:8.7%,n:1614	Unknown
UP001194746	Aspergillus nanangensis	2582783	12935	C:97.0%[S:96.6%,D:0.4%],F:0.8%,M:2.2%,n:4191	Standard
UP001195769	Suillus fuscotomentosus	1912939	18020	C:97.6%[S:91.5%,D:6.0%],F:0.5%,M:1.9%,n:4878	Unknown
